,review_id,plot,cast,production,visuals,soundplay,dialogue,originality
2410,rw0922721,positive,,,,,,
2411,rw8761501,positive,,,,,,
2412,rw0922836,positive,,,,,,
2413,rw0980822,positive,,,,,,
2414,rw1173564,positive,,,,,,
2415,rw1020401,positive,,,,,,
2416,rw1562591,mixed,,,,,,
2417,rw0922605,positive,,,,,,
2418,rw8410717,negative,,,,,,
2419,rw6817103,positive,,,,,,
2420,rw7460570,positive,,,,,,
2421,rw6264033,positive,,,,,,
2422,rw0922675,positive,,,,,,
2423,rw8187690,negative,,,,,,
2424,rw1092628,negative,,,,,,
2425,rw3616912,positive,,,,,,
2426,rw5810863,positive,,,,,,
2427,rw2254458,positive,,,,,,
2428,rw0943115,positive,,,,,,
2429,rw5250995,positive,,,,,,
2430,rw0922617,positive,,,,,,
2431,rw1393218,mixed,,,,,,
2432,rw1003166,mixed,,,,,,
2433,rw6184535,positive,,,,,,
2434,rw0993852,positive,,,,,,
2435,rw1285943,positive,,,,,,
2436,rw0995305,negative,,,,,,
2437,rw0993087,positive,,,,,,
2438,rw1014646,negative,,,,,,
2439,rw3502640,mixed,,,,,,
2440,rw0998727,negative,,,,,,
2441,rw1000305,negative,,,,,,
2442,rw3058651,negative,,,,,,
2443,rw0992203,negative,,,,,,
2444,rw0998102,negative,,,,,,
2445,rw2692589,negative,,,,,,
2446,rw1174364,negative,,,,,,
2447,rw0993091,negative,,,,,,
2448,rw0978420,positive,,,,,,
2449,rw0996716,negative,,,,,,
2450,rw3226126,negative,,,,,,
2451,rw1091417,negative,,,,,,
2452,rw0994005,positive,,,,,,
2453,rw0992451,positive,,,,,,
2454,rw0766471,positive,,,,,,
2455,rw3507633,positive,,,,,,
2456,rw0766193,positive,,,,,,
2457,rw2310940,positive,,,,,,
2458,rw6577463,positive,,,,,,
2459,rw1312851,positive,,,,,,
2460,rw0944189,positive,,,,,,
2461,rw0766498,negative,,,,,,
2462,rw0974461,positive,,,,,,
2463,rw0978222,positive,,,,,,
2464,rw1037159,positive,,,,,,
2465,rw1594639,positive,,,,,,
2466,rw3393657,positive,,,,,,
2467,rw0962694,positive,,,,,,
2468,rw6525932,positive,,,,,,
2469,rw1616587,positive,,,,,,
2470,rw0766188,positive,,,,,,
2471,rw6737417,positive,,,,,,
2472,rw1335720,positive,,,,,,
2473,rw3208478,positive,,,,,,
2474,rw0766243,negative,,,,,,
2475,rw1349246,positive,,,,,,
2476,rw0766427,mixed,,,,,,
2477,rw1175739,positive,,,,,,
2478,rw0382273,positive,,,,,,
2479,rw1637782,not discussed,,,,,,
2480,rw0959172,positive,,,,,,
2481,rw0382265,positive,,,,,,
2482,rw7884093,positive,,,,,,
2483,rw1108845,positive,,,,,,
2484,rw7730858,positive,,,,,,
2485,rw1082919,positive,,,,,,
2486,rw6583678,positive,,,,,,
2487,rw3485897,negative,,,,,,
2488,rw8127933,positive,,,,,,
2489,rw3414700,negative,,,,,,
2490,rw0382286,positive,,,,,,
2491,rw0382252,positive,,,,,,
2492,rw9028190,neutral,,,,,,
2493,rw1605783,not discussed,,,,,,
2494,rw1181965,positive,,,,,,
2495,rw2635116,neutral,,,,,,
2496,rw4883219,positive,,,,,,
2497,rw3188731,neutral,,,,,,
2498,rw2509704,negative,,,,,,
2499,rw2518834,positive,,,,,,
2500,rw3153795,negative,,,,,,
2501,rw2513246,positive,,,,,,
2502,rw5235550,negative,,,,,,
2503,rw2570132,neutral,,,,,,
2504,rw2993142,negative,,,,,,
2505,rw2510745,negative,,,,,,
2506,rw3379851,negative,,,,,,
2507,rw2519668,negative,,,,,,
2508,rw2595395,positive,,,,,,
2509,rw2574003,positive,,,,,,
2510,rw2789007,neutral,,,,,,
2511,rw2567278,negative,,,,,,
2512,rw2504189,positive,,,,,,
2513,rw2513863,mixed,,,,,,
2514,rw2558017,negative,,,,,,
2515,rw3505540,positive,,,,,,
2516,rw1806127,positive,,,,,,
2517,rw3278827,positive,,,,,,
2518,rw7668008,positive,,,,,,
2519,rw0193643,positive,,,,,,
2520,rw1689266,positive,,,,,,
2521,rw0193599,positive,,,,,,
2522,rw2539622,positive,,,,,,
2523,rw0193652,positive,,,,,,
2524,rw1862692,positive,,,,,,
2525,rw1811066,positive,,,,,,
2526,rw4021400,positive,,,,,,
2527,rw2142897,positive,,,,,,
2528,rw2634312,positive,,,,,,
2529,rw3074746,positive,,,,,,
2530,rw0967378,positive,,,,,,
2531,rw0193627,positive,,,,,,
2532,rw0193692,positive,,,,,,
2533,rw0193634,positive,,,,,,
2534,rw3101946,positive,,,,,,
2535,rw1384648,positive,,,,,,
2536,rw1186387,positive,,,,,,
2537,rw4116993,positive,,,,,,
2538,rw2041534,positive,,,,,,
2539,rw5655333,positive,,,,,,
2540,rw2898000,mixed,,,,,,
2541,rw3332586,positive,,,,,,
2542,rw2044865,positive,,,,,,
2543,rw2599495,mixed,,,,,,
2544,rw6387874,positive,,,,,,
2545,rw2042058,positive,,,,,,
2546,rw2079198,positive,,,,,,
2547,rw3691350,positive,,,,,,
2548,rw2046755,positive,,,,,,
2549,rw2989101,positive,,,,,,
2550,rw2036994,positive,,,,,,
2551,rw2084844,positive,,,,,,
2552,rw2933174,mixed,,,,,,
2553,rw2318793,negative,,,,,,
2554,rw2262599,positive,,,,,,
2555,rw2041818,negative,,,,,,
2556,rw8868494,positive,,,,,,
2557,rw2132938,negative,,,,,,
2558,rw6123630,positive,,,,,,
2559,rw2036785,positive,,,,,,
2560,rw2135694,negative,,,,,,
2561,rw1068831,positive,,,,,,
2562,rw4728898,positive,,,,,,
2563,rw3369447,positive,,,,,,
2564,rw2366450,positive,,,,,,
2565,rw1461536,positive,,,,,,
2566,rw1199074,positive,,,,,,
2567,rw2995839,positive,,,,,,
2568,rw2470103,positive,,,,,,
2569,rw0116187,positive,,,,,,
2570,rw8490733,positive,,,,,,
2571,rw2620891,positive,,,,,,
2572,rw1833158,positive,,,,,,
2573,rw1939702,positive,,,,,,
2574,rw0116281,mixed,,,,,,
2575,rw6916838,positive,,,,,,
2576,rw0116271,positive,,,,,,
2577,rw0116255,positive,,,,,,
2578,rw1119673,positive,,,,,,
2579,rw5586949,positive,,,,,,
2580,rw3493841,positive,,,,,,
2581,rw2314388,positive,,,,,,
2582,rw1631606,mixed,,,,,,
2583,rw1499551,positive,,,,,,
2584,rw8186051,negative,,,,,,
2585,rw1387745,positive,,,,,,
2586,rw1427139,negative,,,,,,
2587,rw1591745,positive,,,,,,
2588,rw1376719,neutral,,,,,,
2589,rw1105761,positive,,,,,,
2590,rw1401541,mixed,,,,,,
2591,rw1701833,neutral,,,,,,
2592,rw1973400,mixed,,,,,,
2593,rw1383052,negative,,,,,,
2594,rw1354781,positive,,,,,,
2595,rw1297994,negative,,,,,,
2596,rw1300012,positive,,,,,,
2597,rw1361698,positive,,,,,,
2598,rw1107151,positive,,,,,,
2599,rw2474767,neutral,,,,,,
2600,rw1475901,mixed,,,,,,
2601,rw1641665,negative,,,,,,
2602,rw1380545,positive,,,,,,
2603,rw1200056,mixed,,,,,,
2604,rw1373404,positive,,,,,,
2605,rw2333847,negative,,,,,,
2606,rw3383717,positive,,,,,,
2607,rw7218475,positive,,,,,,
2608,rw2957979,positive,,,,,,
2609,rw3085005,positive,,,,,,
2610,rw6874230,not discussed,,,,,,
2611,rw1895705,positive,,,,,,
2612,rw0305359,positive,,,,,,
2613,rw0305207,negative,,,,,,
2614,rw1749457,positive,,,,,,
2615,rw1382267,negative,,,,,,
2616,rw6536054,positive,,,,,,
2617,rw2466347,positive,,,,,,
2618,rw2202712,negative,,,,,,
2619,rw0305284,positive,,,,,,
2620,rw0305325,positive,,,,,,
2621,rw0305345,positive,,,,,,
2622,rw0305324,not discussed,,,,,,
2623,rw0305273,positive,,,,,,
2624,rw8307361,positive,,,,,,
2625,rw5905391,not discussed,,,,,,
2626,rw6210319,not discussed,,,,,,
2627,rw2995917,positive,,,,,,
2628,rw8397817,positive,,,,,,
2629,rw1073031,negative,,,,,,
2630,rw0917217,negative,,,,,,
2631,rw0963566,negative,,,,,,
2632,rw2078461,negative,,,,,,
2633,rw1338612,neutral,,,,,,
2634,rw3061692,negative,,,,,,
2635,rw1003240,negative,,,,,,
2636,rw0983675,negative,,,,,,
2637,rw1091441,negative,,,,,,
2638,rw1332509,neutral,,,,,,
2639,rw3237033,neutral,,,,,,
2640,rw1621476,positive,,,,,,
2641,rw0917247,negative,,,,,,
2642,rw1483287,negative,,,,,,
2643,rw0917243,negative,,,,,,
2644,rw2260374,neutral,,,,,,
2645,rw1432862,negative,,,,,,
2646,rw2780566,negative,,,,,,
2647,rw0917220,negative,,,,,,
2648,rw1857469,neutral,,,,,,
2649,rw0917213,positive,,,,,,
2650,rw1997151,positive,,,,,,
2651,rw1962603,positive,,,,,,
2652,rw3174749,positive,,,,,,
2653,rw2273323,positive,,,,,,
2654,rw1936326,mixed,,,,,,
2655,rw1935846,positive,,,,,,
2656,rw2019286,mixed,,,,,,
2657,rw1889667,positive,,,,,,
2658,rw8021991,positive,,,,,,
2659,rw1933311,negative,,,,,,
2660,rw2806002,positive,,,,,,
2661,rw2957674,neutral,,,,,,
2662,rw2153278,positive,,,,,,
2663,rw1905235,positive,,,,,,
2664,rw3172418,positive,,,,,,
2665,rw7494961,neutral,,,,,,
2666,rw1937252,negative,,,,,,
2667,rw2286024,positive,,,,,,
2668,rw7441388,positive,,,,,,
2669,rw2893525,positive,,,,,,
2670,rw1933236,negative,,,,,,
2671,rw3201593,negative,,,,,,
2672,rw2071417,negative,,,,,,
2673,rw2893044,positive,,,,,,
2674,rw1874168,negative,,,,,,
2675,rw1874497,mixed,,,,,,
2676,rw2192634,positive,,,,,,
2677,rw2513682,not discussed,,,,,,
2678,rw1875767,positive,,,,,,
2679,rw1854477,positive,,,,,,
2680,rw1868419,positive,,,,,,
2681,rw2623755,neutral,,,,,,
2682,rw1833449,mixed,,,,,,
2683,rw1879742,not discussed,,,,,,
2684,rw2054237,positive,,,,,,
2685,rw1890479,negative,,,,,,
2686,rw1919502,positive,,,,,,
2687,rw2621300,positive,,,,,,
2688,rw1958377,mixed,,,,,,
2689,rw1883709,positive,,,,,,
2690,rw1877081,positive,,,,,,
2691,rw2150147,mixed,,,,,,
2692,rw1874405,negative,,,,,,
2693,rw1880836,negative,,,,,,
2694,rw2104951,positive,,,,,,
2695,rw2125575,negative,,,,,,
2696,rw2021557,positive,,,,,,
2697,rw7520816,positive,,,,,,
2698,rw2151198,negative,,,,,,
2699,rw1986674,positive,,,,,,
2700,rw1616893,positive,,,,,,
2701,rw1712486,negative,,,,,,
2702,rw1701453,negative,,,,,,
2703,rw1697902,mixed,,,,,,
2704,rw1713529,negative,,,,,,
2705,rw1839209,negative,,,,,,
2706,rw1770081,mixed,,,,,,
2707,rw1846579,negative,,,,,,
2708,rw1813274,negative,,,,,,
2709,rw1700818,negative,,,,,,
2710,rw1714759,negative,,,,,,
2711,rw6997147,positive,,,,,,
2712,rw1732698,negative,,,,,,
2713,rw1749076,negative,,,,,,
2714,rw1734208,negative,,,,,,
2715,rw1699300,positive,,,,,,
2716,rw1698417,negative,,,,,,
2717,rw1695945,positive,,,,,,
2718,rw2080527,negative,,,,,,
2719,rw2980357,positive,,,,,,
2720,rw6755387,positive,,,,,,
2721,rw5009528,neutral,,,,,,
2722,rw0843985,negative,,,,,,
2723,rw0844031,positive,,,,,,
2724,rw0844157,negative,,,,,,
2725,rw0844155,positive,,,,,,
2726,rw0948410,negative,,,,,,
2727,rw1250921,positive,,,,,,
2728,rw0844087,negative,,,,,,
2729,rw0844017,positive,,,,,,
2730,rw0844124,neutral,,,,,,
2731,rw2567544,positive,,,,,,
2732,rw0964692,negative,,,,,,
2733,rw0997883,negative,,,,,,
2734,rw1034763,neutral,,,,,,
2735,rw2287587,neutral,,,,,,
2736,rw6024582,positive,,,,,,
2737,rw1792421,negative,,,,,,
2738,rw1223078,positive,,,,,,
2739,rw1437821,positive,,,,,,
2740,rw0329049,positive,,,,,,
2741,rw6512123,positive,,,,,,
2742,rw5667859,positive,,,,,,
2743,rw2818836,neutral,,,,,,
2744,rw7877815,positive,,,,,,
2745,rw1529504,mixed,,,,,,
2746,rw2741726,negative,,,,,,
2747,rw5871791,negative,,,,,,
2748,rw3873423,not discussed,,,,,,
2749,rw1066543,positive,,,,,,
2750,rw5479026,negative,,,,,,
2751,rw1277880,negative,,,,,,
2752,rw6570462,positive,,,,,,
2753,rw7869750,not discussed,,,,,,
2754,rw2396215,negative,,,,,,
2755,rw1661855,negative,,,,,,
2756,rw1580856,negative,,,,,,
2757,rw0329035,mixed,,,,,,
2758,rw1520955,positive,,,,,,
2759,rw1607848,positive,,,,,,
2760,rw1352001,positive,,,,,,
2761,rw1189874,positive,,,,,,
2762,rw1165414,positive,,,,,,
2763,rw1469934,positive,,,,,,
2764,rw3039673,positive,,,,,,
2765,rw1442187,positive,,,,,,
2766,rw1175436,positive,,,,,,
2767,rw1182677,positive,,,,,,
2768,rw1189683,positive,,,,,,
2769,rw1689054,positive,,,,,,
2770,rw2092858,positive,,,,,,
2771,rw6966827,positive,,,,,,
2772,rw1175437,positive,,,,,,
2773,rw1634855,positive,,,,,,
2774,rw4992863,neutral,,,,,,
2775,rw5013837,positive,,,,,,
2776,rw1185361,positive,,,,,,
2777,rw1184296,positive,,,,,,
2778,rw1461066,positive,,,,,,
2779,rw1190532,negative,,,,,,
2780,rw2865989,positive,,,,,,
2781,rw6321909,positive,,,,,,
2782,rw3134936,positive,,,,,,
2783,rw1420585,positive,,,,,,
2784,rw0782841,negative,,,,,,
2785,rw2221221,negative,,,,,,
2786,rw3105425,positive,,,,,,
2787,rw0782713,positive,,,,,,
2788,rw0782730,positive,,,,,,
2789,rw1114758,positive,,,,,,
2790,rw4014474,positive,,,,,,
2791,rw6089160,negative,,,,,,
2792,rw4164125,negative,,,,,,
2793,rw0782690,neutral,,,,,,
2794,rw3837965,negative,,,,,,
2795,rw7992469,positive,,,,,,
2796,rw0782796,negative,,,,,,
2797,rw0782737,neutral,,,,,,
2798,rw2927901,positive,,,,,,
2799,rw0782708,positive,,,,,,
2800,rw2918255,negative,,,,,,
2801,rw0782680,not discussed,,,,,,
2802,rw0782665,positive,,,,,,
2803,rw3185390,positive,,,,,,
2804,rw2087165,not discussed,,,,,,
2805,rw2289570,not discussed,,,,,,
2806,rw2826449,not discussed,,,,,,
2807,rw1851538,negative,,,,,,
2808,rw1921074,negative,,,,,,
2809,rw1849536,negative,,,,,,
2810,rw1850358,negative,,,,,,
2811,rw1847890,positive,,,,,,
2812,rw2249673,negative,,,,,,
2813,rw2176496,negative,,,,,,
2814,rw1857999,mixed,,,,,,
2815,rw1861601,negative,,,,,,
2816,rw1850706,mixed,,,,,,
2817,rw1851040,negative,,,,,,
2818,rw2083200,neutral,,,,,,
2819,rw1848663,negative,,,,,,
2820,rw1836120,neutral,,,,,,
2821,rw2009297,negative,,,,,,
2822,rw1849554,negative,,,,,,
2823,rw2120189,negative,,,,,,
2824,rw1923837,negative,,,,,,
2825,rw2348801,positive,,,,,,
2826,rw2543093,positive,,,,,,
2827,rw1853328,positive,,,,,,
2828,rw8084745,negative,,,,,,
2829,rw1848303,negative,,,,,,
2830,rw8563215,positive,,,,,,
2831,rw2172715,mixed,,,,,,
2832,rw2174283,positive,,,,,,
2833,rw2291287,negative,,,,,,
2834,rw8562637,positive,,,,,,
2835,rw2183995,negative,,,,,,
2836,rw2182878,negative,,,,,,
2837,rw2676964,negative,,,,,,
2838,rw2174894,negative,,,,,,
2839,rw2174354,positive,,,,,,
2840,rw2191610,mixed,,,,,,
2841,rw2289284,negative,,,,,,
2842,rw2176853,negative,,,,,,
2843,rw2379314,negative,,,,,,
2844,rw5913673,negative,,,,,,
2845,rw2181514,negative,,,,,,
2846,rw2174161,positive,,,,,,
2847,rw2174613,positive,,,,,,
2848,rw8732109,positive,,,,,,
2849,rw2174861,positive,,,,,,
2850,rw8661435,positive,,,,,,
2851,rw5135021,not discussed,,,,,,
2852,rw2612819,negative,,,,,,
2853,rw1007160,positive,,,,,,
2854,rw0223304,positive,,,,,,
2855,rw0223278,positive,,,,,,
2856,rw1030151,not discussed,,,,,,
2857,rw3257195,mixed,,,,,,
2858,rw0223270,positive,,,,,,
2859,rw0223272,positive,,,,,,
2860,rw3416513,negative,,,,,,
2861,rw8869599,mixed,,,,,,
2862,rw1032652,neutral,,,,,,
2863,rw1822728,positive,,,,,,
2864,rw4238110,mixed,,,,,,
2865,rw0223281,positive,,,,,,
2866,rw8584524,neutral,,,,,,
2867,rw5315905,negative,,,,,,
2868,rw7935220,positive,,,,,,
2869,rw8033085,positive,,,,,,
2870,rw8105466,negative,,,,,,
2871,rw3061064,negative,,,,,,
2872,rw8962446,positive,,,,,,
2873,rw4232403,negative,,,,,,
2874,rw2923974,mixed,,,,,,
2875,rw5926981,mixed,,,,,,
2876,rw3017478,positive,,,,,,
2877,rw2928498,mixed,,,,,,
2878,rw3014808,positive,,,,,,
2879,rw3034003,mixed,,,,,,
2880,rw5753391,positive,,,,,,
2881,rw2928440,mixed,,,,,,
2882,rw2921006,negative,,,,,,
2883,rw2993678,positive,,,,,,
2884,rw2941081,negative,,,,,,
2885,rw3007187,negative,,,,,,
2886,rw2929018,positive,,,,,,
2887,rw5045998,mixed,,,,,,
2888,rw2927956,positive,,,,,,
2889,rw2929064,positive,,,,,,
2890,rw3018876,neutral,,,,,,
2891,rw7198911,positive,,,,,,
2892,rw2928913,positive,,,,,,
2893,rw8970548,positive,,,,,,
2894,rw4218705,positive,,,,,,
2895,rw4765033,mixed,,,,,,
2896,rw2957054,positive,,,,,,
2897,rw5138261,positive,,,,,,
2898,rw1310392,positive,,,,,,
2899,rw1409910,neutral,,,,,,
2900,rw1313304,positive,,,,,,
2901,rw1307726,positive,,,,,,
2902,rw1306122,positive,,,,,,
2903,rw1318838,negative,,,,,,
2904,rw1307391,positive,,,,,,
2905,rw1304570,positive,,,,,,
2906,rw1454299,positive,,,,,,
2907,rw1338617,neutral,,,,,,
2908,rw1336563,positive,,,,,,
2909,rw1319285,positive,,,,,,
2910,rw1316709,positive,,,,,,
2911,rw1311448,positive,,,,,,
2912,rw1437664,neutral,,,,,,
2913,rw2312647,positive,,,,,,
2914,rw5010306,positive,,,,,,
2915,rw4784274,positive,,,,,,
2916,rw2255353,neutral,,,,,,
2917,rw6548269,positive,,,,,,
2918,rw7523608,neutral,,,,,,
2919,rw1621335,positive,,,,,,
2920,rw1550099,positive,,,,,,
2921,rw6171924,positive,,,,,,
2922,rw3047106,negative,,,,,,
2923,rw5486537,positive,,,,,,
2924,rw2313342,positive,,,,,,
2925,rw7323107,not discussed,,,,,,
2926,rw4785203,positive,,,,,,
2927,rw3040253,positive,,,,,,
2928,rw7209090,positive,,,,,,
2929,rw2253653,not discussed,,,,,,
2930,rw2255175,positive,,,,,,
2931,rw2308070,positive,,,,,,
2932,rw2263760,negative,,,,,,
2933,rw2328433,mixed,,,,,,
2934,rw2257813,negative,,,,,,
2935,rw2530865,negative,,,,,,
2936,rw2253425,positive,,,,,,
2937,rw2304882,positive,,,,,,
2938,rw2253143,mixed,,,,,,
2939,rw3227311,negative,,,,,,
2940,rw2354483,negative,,,,,,
2941,rw6981697,positive,,,,,,
2942,rw5019039,positive,,,,,,
2943,rw2252707,positive,,,,,,
2944,rw2311964,positive,,,,,,
2945,rw5945195,positive,,,,,,
2946,rw1255550,positive,,,,,,
2947,rw1223308,positive,,,,,,
2948,rw1778137,negative,,,,,,
2949,rw1135684,mixed,,,,,,
2950,rw6895125,positive,,,,,,
2951,rw3481692,positive,,,,,,
2952,rw1251791,positive,,,,,,
2953,rw6319032,neutral,,,,,,
2954,rw1277027,positive,,,,,,
2955,rw1444757,positive,,,,,,
2956,rw4557283,negative,,,,,,
2957,rw1181191,positive,,,,,,
2958,rw1133794,neutral,,,,,,
2959,rw1179759,positive,,,,,,
2960,rw1476222,positive,,,,,,
2961,rw3179937,neutral,,,,,,
2962,rw1127105,positive,,,,,,
2963,rw1122653,negative,,,,,,
2964,rw1122345,positive,,,,,,
2965,rw2971946,positive,,,,,,
2966,rw1124292,negative,,,,,,
2967,rw1194994,positive,,,,,,
2968,rw0170992,positive,,,,,,
2969,rw7182832,negative,,,,,,
2970,rw3857040,negative,,,,,,
2971,rw0170995,positive,,,,,,
2972,rw3155547,positive,,,,,,
2973,rw7378303,negative,,,,,,
2974,rw1227009,positive,,,,,,
2975,rw0171020,not discussed,,,,,,
2976,rw0170989,negative,,,,,,
2977,rw7288003,negative,,,,,,
2978,rw2047165,negative,,,,,,
2979,rw3664414,positive,,,,,,
2980,rw0996993,positive,,,,,,
2981,rw4326814,neutral,,,,,,
2982,rw1611140,positive,,,,,,
2983,rw1725063,negative,,,,,,
2984,rw1074266,positive,,,,,,
2985,rw0981308,not discussed,,,,,,
2986,rw2042027,negative,,,,,,
2987,rw6026809,negative,,,,,,
2988,rw4081439,negative,,,,,,
2989,rw0171005,negative,,,,,,
2990,rw2734108,mixed,,,,,,
2991,rw2490028,neutral,,,,,,
2992,rw4112914,negative,,,,,,
2993,rw6833778,negative,,,,,,
2994,rw2565606,neutral,,,,,,
2995,rw2849411,negative,,,,,,
2996,rw2490361,positive,,,,,,
2997,rw2996049,mixed,,,,,,
2998,rw3583471,negative,,,,,,
2999,rw2821935,positive,,,,,,
3000,rw2449684,negative,,,,,,
3001,rw2449679,negative,,,,,,
3002,rw2527237,positive,,,,,,
3003,rw2761818,negative,,,,,,
3004,rw3350121,negative,,,,,,
3005,rw3217970,negative,,,,,,
3006,rw2489346,negative,,,,,,
3007,rw2528041,positive,,,,,,
3008,rw2527046,mixed,,,,,,
3009,rw4734778,negative,,,,,,
3010,rw2609800,positive,,,,,,
3011,rw2490353,negative,,,,,,
3012,rw1537911,positive,,,,,,
3013,rw1561003,neutral,,,,,,
3014,rw0382423,positive,,,,,,
3015,rw1055830,not discussed,,,,,,
3016,rw0382439,positive,,,,,,
3017,rw3620528,positive,,,,,,
3018,rw2066200,neutral,,,,,,
3019,rw0382435,neutral,,,,,,
3020,rw0382457,positive,,,,,,
3021,rw6294360,positive,,,,,,
3022,rw3393314,positive,,,,,,
3023,rw0382458,positive,,,,,,
3024,rw0382463,positive,,,,,,
3025,rw2496489,positive,,,,,,
3026,rw4385001,positive,,,,,,
3027,rw3201584,positive,,,,,,
3028,rw0382409,negative,,,,,,
3029,rw3531565,positive,,,,,,
3030,rw0946652,positive,,,,,,
3031,rw0382440,positive,,,,,,
3032,rw1046545,positive,,,,,,
3033,rw3018043,positive,,,,,,
3034,rw0382443,neutral,,,,,,
3035,rw1744478,negative,,,,,,
3036,rw2366148,mixed,,,,,,
3037,rw2204948,neutral,,,,,,
3038,rw2323295,positive,,,,,,
3039,rw3362627,positive,,,,,,
3040,rw2237690,neutral,,,,,,
3041,rw2213923,positive,,,,,,
3042,rw2344232,negative,,,,,,
3043,rw2045164,positive,,,,,,
3044,rw2244487,positive,,,,,,
3045,rw2202364,positive,,,,,,
3046,rw2538155,positive,,,,,,
3047,rw2234005,positive,,,,,,
3048,rw2212929,positive,,,,,,
3049,rw2412262,positive,,,,,,
3050,rw3243087,positive,,,,,,
3051,rw3713657,positive,,,,,,
3052,rw2203868,neutral,,,,,,
3053,rw2382016,positive,,,,,,
3054,rw3084296,positive,,,,,,
3055,rw3237767,negative,,,,,,
3056,rw2172010,positive,,,,,,
3057,rw2171284,positive,,,,,,
3058,rw4121189,positive,,,,,,
3059,rw2217742,positive,,,,,,
3060,rw3836782,mixed,,,,,,
3061,rw0287820,positive,,,,,,
3062,rw0287872,positive,,,,,,
3063,rw6684125,positive,,,,,,
3064,rw1844798,positive,,,,,,
3065,rw2405990,positive,,,,,,
3066,rw4015228,mixed,,,,,,
3067,rw0287876,positive,,,,,,
3068,rw1339572,positive,,,,,,
3069,rw6588352,positive,,,,,,
3070,rw1320620,positive,,,,,,
3071,rw2162883,positive,,,,,,
3072,rw1720335,mixed,,,,,,
3073,rw3541925,negative,,,,,,
3074,rw1705274,positive,,,,,,
3075,rw3780749,positive,,,,,,
3076,rw0287836,not discussed,,,,,,
3077,rw5158338,positive,,,,,,
3078,rw2402248,mixed,,,,,,
3079,rw3470550,mixed,,,,,,
3080,rw2390695,negative,,,,,,
3081,rw2394895,negative,,,,,,
3082,rw2385159,negative,,,,,,
3083,rw2387637,mixed,,,,,,
3084,rw2387774,positive,,,,,,
3085,rw3005995,mixed,,,,,,
3086,rw2716360,mixed,,,,,,
3087,rw2466800,positive,,,,,,
3088,rw2386619,negative,,,,,,
3089,rw5101609,neutral,,,,,,
3090,rw2393166,negative,,,,,,
3091,rw2426342,negative,,,,,,
3092,rw2389739,negative,,,,,,
3093,rw2387979,positive,,,,,,
3094,rw2926865,negative,,,,,,
3095,rw4240134,mixed,,,,,,
3096,rw2436661,negative,,,,,,
3097,rw2386251,mixed,,,,,,
3098,rw2388050,positive,,,,,,
3099,rw2435849,negative,,,,,,
3100,rw3110082,positive,,,,,,
3101,rw2388274,positive,,,,,,
3102,rw2577748,positive,,,,,,
3103,rw1590945,positive,,,,,,
3104,rw1816922,positive,,,,,,
3105,rw0930658,positive,,,,,,
3106,rw0930652,positive,,,,,,
3107,rw1037961,positive,,,,,,
3108,rw1151567,positive,,,,,,
3109,rw2731511,positive,,,,,,
3110,rw1126644,positive,,,,,,
3111,rw6184120,positive,,,,,,
3112,rw4244702,mixed,,,,,,
3113,rw1010716,positive,,,,,,
3114,rw1331356,positive,,,,,,
3115,rw3283120,negative,,,,,,
3116,rw1396654,negative,,,,,,
3117,rw2714162,neutral,,,,,,
3118,rw3757393,positive,,,,,,
3119,rw1018736,negative,,,,,,
3120,rw1064268,neutral,,,,,,
3121,rw1076464,positive,,,,,,
3122,rw2441289,positive,,,,,,
3123,rw1246213,negative,,,,,,
3124,rw2276406,positive,,,,,,
3125,rw2474191,positive,,,,,,
3126,rw7268459,neutral,,,,,,
3127,rw4232179,positive,,,,,,
3128,rw4094503,positive,,,,,,
3129,rw1858087,neutral,,,,,,
3130,rw3038346,positive,,,,,,
3131,rw1392519,positive,,,,,,
3132,rw1050434,positive,,,,,,
3133,rw5013053,positive,,,,,,
3134,rw3289046,positive,,,,,,
3135,rw0707772,positive,,,,,,
3136,rw5921986,positive,,,,,,
3137,rw4511400,positive,,,,,,
3138,rw1355709,positive,,,,,,
3139,rw1117498,positive,,,,,,
3140,rw4712702,negative,,,,,,
3141,rw3675883,negative,,,,,,
3142,rw2784864,positive,,,,,,
3143,rw1453950,negative,,,,,,
3144,rw2273779,negative,,,,,,
3145,rw5684642,positive,,,,,,
3146,rw1984523,negative,,,,,,
3147,rw4409315,positive,,,,,,
3148,rw1079169,negative,,,,,,
3149,rw5827954,positive,,,,,,
3150,rw1313808,not discussed,,,,,,
3151,rw2499863,neutral,,,,,,
3152,rw5395227,positive,,,,,,
3153,rw2206485,negative,,,,,,
3154,rw2376332,negative,,,,,,
3155,rw0378937,negative,,,,,,
3156,rw1188265,negative,,,,,,
3157,rw2849338,negative,,,,,,
3158,rw1612180,not discussed,,,,,,
3159,rw0378940,positive,,,,,,
3160,rw1836599,negative,,,,,,
3161,rw7981277,positive,,,,,,
3162,rw1476497,negative,,,,,,
3163,rw1029643,negative,,,,,,
3164,rw5655670,negative,,,,,,
3165,rw6141946,not discussed,,,,,,
3166,rw0318783,positive,,,,,,
3167,rw0318745,positive,,,,,,
3168,rw1063450,positive,,,,,,
3169,rw0318750,positive,,,,,,
3170,rw0318792,positive,,,,,,
3171,rw3079770,positive,,,,,,
3172,rw1812226,positive,,,,,,
3173,rw2772088,positive,,,,,,
3174,rw0318788,positive,,,,,,
3175,rw1258250,positive,,,,,,
3176,rw0318759,neutral,,,,,,
